subjectID,Min,Max,Crossover,Slope,exitflag,R,LS,AR,N,status,age,Exclude,goacc,nogoacc,gntestacc,gntotalacc,sscongruent,ssincongruent,sstotal,WJOC,WJSR,CMu,CH,CS1,CS2,CB1,CB2,Cexitflag,CR,CLS,CAR,CN,Cstatus,UMu,UH,US1,US2,UB1,UB2,Uexitflag,UR,ULS,UAR,UN,Ustatus,MinTime,MaxTime,extentCmU3,CompMax,CompMax-UnrelatedMax,CompMax-UnrelatedAtTimeOfCohortMax,CohortMaxDivUnrelatedAtTimeOfCohortMax,MaxDiffBetweenCohort&Unrelated,TimeOfMaxRhyme,TimeOfMaxDiff,CohortExtent03,eyemove
98,2.17E-08,0.778063692,483.3527426,0.002209761,2010,0.996789404,0.000630032,0.986901624,501,1,7.8,,0.9875,0.7,0.93,0.946153846,730.3792,721.9818,726.1805,110.1173,106.5987,450.9496867,0.192030029,59.41783605,160.8250255,1.31E-08,0.013489358,2040,0.992671676,3.87E-05,0.889886496,501,1,467.0978999,0.040656599,99.75129254,50.43206455,2.28E-07,0.007879588,2021,0.977143692,3.30E-06,0.815788341,501,1,384,604,220,0.19203,0.151373,0.151836,4.77761,0.151875,450.95,448,0,1363.65625
114,1.37E-08,0.930520776,632.5340063,0.002188755,2010,0.998657085,0.000429207,0.979006387,501,1,7.4,,0.975,0.8,0.94,0.946153846,1193.257,1418.9704,1306.1137,95.81021,88.4171,571.1956504,0.247745707,100.1950826,194.8413021,0.001338376,0.021512918,2010,0.989312852,0.000113107,0.936168595,501,1,521.6954048,0.097901968,77.09132183,81.53315905,0.004067441,0.006013316,2011,0.986057369,1.46E-05,0.896229954,501,1,516,804,288,0.247916,0.149312,0.164973,2.98901,0.19622,568.223,656,0,2036.96809
300,2.13E-08,0.938103699,537.8148918,0.002898773,2010,0.9983198,0.000527168,0.983133823,501,1,7.8,,0.9875,0.8,0.95,0.961538462,1065.575,1147.9284,1106.7517,105.7798,113.7305,499.4686858,0.252234828,61.10864668,132.1861869,1.33E-07,0.009041783,2040,0.994186089,5.02E-05,0.904896631,501,1,468.4301236,0.058398656,56.87341196,72.21114299,0.000593803,0.001032706,2011,0.984424,5.32E-06,0.788183879,501,1,432,640,208,0.252235,0.193865,0.198973,4.73573,0.204996,499.468,536,60,2181.65405
375,,,,,,,,,,,8.2,x,1,0.95,0.99,0.992307692,835.4338,942.9816,889.2077,113.1684,102.2645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1372.36508
385,2.86E-08,0.818430451,537.3233978,0.00262214,2010,0.996601307,0.000734513,0.986332064,501,1,8.4,,0.975,0.75,0.93,0.946153846,840.8826,798.2372,819.5599,128.2119,126.2603,547.8771391,0.191957215,88.81341845,106.5530032,5.80E-09,0.013544276,2030,0.98514325,7.24E-05,0.940519786,501,1,485.1376177,0.07158921,61.04051603,124.8926523,0.007491837,1.41E-08,2020,0.990007448,1.10E-05,0.996392614,501,3,456,676,220,0.191957,0.119386,0.128058,3.00404,0.13263,547.877,572,0,1573.92105
496,1.50E-08,0.91549652,500.72158,0.002230621,2020,0.995828758,0.001135458,0.991118331,501,1,7.7,,1,0.85,0.97,0.976923077,860.2406,919.0194,889.63,98.87095,100,442.805227,0.162596452,68.43867952,231.732623,0.000898717,0.009132299,2020,0.987591772,5.96E-05,0.932401358,501,1,448.4849842,0.043368535,57.6009847,118.9473738,0.00223093,0.008383253,2041,0.979342494,3.86E-06,0.844258337,501,1,356,652,296,0.155624,0.112277,0.113268,3.6742,0.114233,433.158,428,0,1815.43455
583,2.39E-08,0.935015184,530.519064,0.003052539,2020,0.997425439,0.000747727,0.986082113,501,1,8.5,,1,0.95,0.99,0.992307692,780.9168,901.6556,841.2862,80.77673,95.0222,524.1100755,0.220798114,71.28012589,125.4237133,8.27E-09,0.000848517,2010,0.993841792,4.36E-05,0.915087892,501,1,473.4907497,0.033191531,48.4023705,121.5881051,5.27E-06,0.001486598,2030,0.980064591,2.71E-06,0.846802138,501,1,428,644,216,0.220798,0.187607,0.190227,7.22248,0.190638,524.11,532,0,1415.53158
706,1.74E-08,0.914203886,619.646942,0.002163585,2020,0.99812647,0.000588039,0.985545551,501,1,7.6,,1,1,1,1,1052.619,1105.451,1079.035,100.376,111.0827,560.3780495,0.206369158,77.89607233,183.0004085,0.000168831,0.009602738,2020,0.994399487,4.00E-05,0.885827709,501,1,541.6251023,0.085947623,69.43647498,118.7584275,4.62E-08,0.001535248,2031,0.994649966,5.40E-06,0.709853872,501,1,480,792,312,0.206369,0.120421,0.121426,2.4295,0.127175,560.378,636,0,1587.72396
774,2.02E-08,0.844625622,554.6377421,0.002747377,2010,0.995618538,0.001087619,0.989446035,501,1,8.8,,0.975,0.6,0.9,0.915384615,1028.693,1448.5488,1238.6209,112.0963,92.98452,551.56631,0.264183204,79.13015455,155.97911,0.003226191,0.016584638,2010,0.994232489,6.05E-05,0.909192834,501,1,624.7057571,0.041168166,118.1208804,39.35019569,0.001905958,0.013011277,2041,0.891966847,1.76E-05,0.9483256,501,1,448,692,244,0.263985,0.222993,0.2296,7.67742,0.229818,552.7,548,116,1744.51111
815,8.88E-08,0.87106671,535.3419229,0.002760119,2010,0.998189992,0.000473387,0.980189077,501,1,8.8,,1,0.8,0.96,0.969230769,931.6778,991.3622,961.52,96.9716,99.62397,504.1565779,0.202736735,56.20821548,163.5940675,0.008649596,0.031011275,2030,0.988696664,5.84E-05,0.907184321,501,1,534.2163205,0.058667318,89.76255779,62.79248647,0.006997415,0.016730091,2011,0.874454359,3.69E-05,0.958608231,501,1,432,676,244,0.197887,0.144155,0.144309,3.69342,0.144306,508.314,508,0,2015.32258
868,8.55E-08,0.909254412,558.7237866,0.00260162,2010,0.997527828,0.000696687,0.986744378,501,1,8.1,,0.9875,0.85,0.96,0.969230769,920.1738,924.8256,922.4997,128.2119,100.7523,564.895502,0.224138339,82.77587408,103.1832663,7.98E-09,0.008315988,2030,0.987644697,8.24E-05,0.961241949,501,1,549.5465748,0.049515974,70.7526481,115.4512243,0.001486335,0.00699679,2011,0.979369133,5.79E-06,0.863543138,501,1,456,660,204,0.224138,0.174765,0.174998,4.56119,0.175082,564.895,568,0,2226.76842
1232,1.56E-08,0.956588073,556.7116924,0.002408363,2020,0.996596552,0.001087296,0.990385002,501,1,7.6,,0.9875,0.75,0.94,0.953846154,748.1076,741.4884,744.798,115.5465,104.1898,523.6605582,0.222118036,72.74675163,143.9252497,6.89E-09,0.007948179,2040,0.994071777,4.37E-05,0.928898172,501,1,496.8017787,0.093620133,67.87083781,124.3485592,1.39E-06,0.00748939,2021,0.989708851,1.15E-05,0.847311499,501,1,448,664,216,0.222118,0.128498,0.130534,2.42528,0.132467,523.661,552,0,1639.28042
1295,4.08E-08,0.957380698,550.0103055,0.002514703,2010,0.996872428,0.000961116,0.989578257,501,1,7.5,,1,0.75,0.95,0.961538462,1078.7142,911.465,995.0896,120.1113,104.9778,544.6793058,0.185265827,78.62020165,154.251821,0.001811099,0.009430886,2010,0.996824405,1.65E-05,0.815196066,501,1,482.5781108,0.042487731,56.61915808,137.8366537,0.001916289,0.008011253,2031,0.980025211,3.97E-06,0.848177924,501,1,456,688,232,0.185266,0.142894,0.145834,4.69841,0.146718,544.679,560,0,1424.51323
1302,1.15E-08,0.883774514,672.6620971,0.001505861,2020,0.998552637,0.000408371,0.979813785,501,1,7.2,,0.975,0.65,0.91,0.930769231,915.8612,775.2434,845.5523,107.866,103.4132,485.3206793,0.152168138,61.88184528,235.6408797,2.37E-08,0.003950345,2040,0.994158322,2.56E-05,0.884431961,501,1,482.9885809,0.044793862,62.26998432,172.0220547,0.000717326,0.000948672,2040,0.974575223,8.37E-06,0.859554896,501,1,408,728,320,0.152168,0.107374,0.107393,3.39848,0.107383,485.32,488,0,1753.30159
1303,,,,,,,,,,,8.2,x,0.9875,0.65,0.92,0.938461538,777.1822,917.5968,847.3895,116.8959,103.0284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1305,1.51E-08,0.949588573,553.7297965,0.002295092,2020,0.995430018,0.001438073,0.991865594,501,1,8.4,,1,0.8,0.96,0.969230769,743.023,778.5642,760.7936,115.5465,109.6502,492.0250852,0.186498025,64.23162638,167.9563463,1.00E-08,0.005494387,2010,0.996025147,2.19E-05,0.848394721,501,1,467.39981,0.043760171,48.54062596,198.2849624,7.28E-06,0.000309421,2021,0.98204059,5.99E-06,0.797598203,501,1,408,644,236,0.186498,0.142738,0.143071,4.29456,0.143137,492.025,496,0,1899.63684
1309,2.40E-08,0.801083835,550.2334836,0.001892498,2020,0.998186471,0.000394466,0.981903079,501,1,7.3,,0.9375,0.55,0.86,0.876923077,869.398,944.7784,907.0882,100,106.5987,478.7744555,0.232255021,69.4478649,184.4476922,8.44E-09,0.007627526,2030,0.994923201,4.60E-05,0.896541179,501,1,435.716759,0.05861711,55.06047144,141.758487,2.44E-05,0.004623921,2030,0.984518851,6.94E-06,0.867012373,501,1,404,656,252,0.232255,0.173638,0.176209,4.14401,0.177461,478.774,504,0,1857.54255
1313,1.50E-08,0.895629021,618.9607441,0.002056724,2010,0.996267972,0.001110164,0.991602553,501,1,7.7,,0.9875,0.75,0.94,0.946153846,915.3796,1013.6106,964.4951,114.9169,100.376,554.2697052,0.206617576,70.58439844,224.7545606,1.27E-08,0.014245299,2040,0.990959773,6.94E-05,0.925578318,501,1,523.1220776,0.030121656,67.25082153,144.4535799,0.000545819,0.009457481,2020,0.975786684,2.58E-06,0.815411316,501,1,480,732,252,0.206618,0.17653,0.177024,6.98191,0.17712,554.27,564,0,2348.93122
1319,3.34E-08,0.968239267,554.0776238,0.003222361,2010,0.998360322,0.000571478,0.987173123,501,1,7.8,,0.9875,0.55,0.9,0.907692308,1041.6448,1105.7306,1073.6877,113.7305,91.25738,530.8982853,0.208558287,60.40715079,162.1474049,6.27E-08,0.00799691,2020,0.994127641,3.86E-05,0.908745155,501,1,520.541549,0.027300055,65.05819743,85.75456038,0.002082821,0.000391588,2041,0.966671562,2.91E-06,0.782870576,501,1,460,680,220,0.208558,0.181144,0.181451,7.69372,0.181616,530.898,540,0,1855
1327,1.90E-08,0.733641291,482.3957729,0.001779489,2020,0.995526892,0.000733367,0.984389792,501,1,8.2,,0.975,0.65,0.91,0.923076923,1157.2658,1330.4554,1243.8606,117.6248,100.376,463.3549781,0.096269132,94.13875702,218.0528096,5.14E-08,0.008151056,2010,0.985509633,2.44E-05,0.915636394,501,1,428.3590753,0.062983956,68.84367957,198.3577856,0.002969437,0.024334682,2041,0.962580513,1.75E-05,0.889967647,501,1,356,720,364,0.0962691,0.0363243,0.0370516,1.62569,0.0375689,463.355,496,0,1793.16754
1334,2.19E-08,0.943244276,540.841945,0.002528889,2010,0.996629543,0.000997705,0.990096111,501,1,7.96,,0.975,0.8,0.94,0.946153846,1442.1664,1409.9102,1426.0383,100.376,101.5065,498.2256365,0.229398541,81.25383944,173.5153359,0.001745875,0.00770387,2040,0.994622077,4.71E-05,0.909312231,501,1,491.978967,0.064711484,72.33950746,99.10584676,1.97E-06,0.00387935,2011,0.978630332,1.09E-05,0.915375394,501,1,404,688,284,0.226198,0.161487,0.161686,3.50626,0.162636,500.327,532,0,1693.01042
1338,1.09E-07,0.951800672,471.8401975,0.003070049,2020,0.99896251,0.000300296,0.969769839,501,1,7.2,,0.975,0.9,0.96,0.969230769,857.8168,978.3058,918.0613,123.3216,122.1369,426.0880814,0.258342668,68.31149902,145.5490111,2.09E-06,0.007694821,2040,0.995054765,4.89E-05,0.879817431,501,1,395.0183924,0.051781334,55.33129858,89.96730948,0.000429103,0.00346642,2021,0.984172609,4.32E-06,0.827290273,501,1,340,576,236,0.258343,0.213666,0.215505,6.03079,0.216151,426.088,440,100,1739.67368
1349,2.71E-08,0.966545811,532.1375925,0.002985513,2010,0.99834843,0.000548295,0.984132547,501,1,8.3,,0.975,1,0.98,0.976923077,930.6944,913.4506,922.0725,101.1291,102.6456,485.6556076,0.315875545,57.93808162,119.1385542,3.40E-06,0.00361552,2020,0.993205819,8.94E-05,0.917480677,501,1,473.2559938,0.052530314,52.44438238,130.6396474,0.000408818,0.000588029,2030,0.992108573,2.93E-06,0.682009648,501,1,404,588,184,0.315876,0.263343,0.263674,6.05106,0.263613,485.656,488,128,1623.25521
1371,1.51E-08,0.849260981,463.2659691,0.00250021,2020,0.997710218,0.000511293,0.979789464,501,1,8.2,,0.8875,0.95,0.9,0.923076923,996.073,1186.1738,1091.1234,98.87095,83.10413,431.7298373,0.191971126,67.04970606,144.3791089,0.000546648,0.012053858,2040,0.98864384,5.83E-05,0.924914602,501,1,440.2994859,0.040068708,60.0093093,84.70117976,5.20E-06,0.00229085,2040,0.978784891,3.58E-06,0.829786169,501,1,348,536,188,0.187939,0.14787,0.148251,4.73541,0.148507,430.936,428,0,1706.95676
1375,1.95E-08,0.980603602,542.069409,0.002739564,2020,0.998037311,0.000658309,0.986821084,501,1,8.7,,0.975,0.65,0.91,0.930769231,668.6688,776.5262,722.5975,98.49349,94.22019,487.7972228,0.221352017,62.86646024,163.4243873,0.001403611,0.002437211,2010,0.994469766,4.29E-05,0.88638724,501,1,476.307112,0.107420636,53.0014335,108.946964,0.002217866,0.003084026,2041,0.992545101,1.01E-05,0.846070411,501,1,420,676,256,0.22183,0.114505,0.114689,2.07045,0.119133,484.259,564,0,1265.01058
1379,1.24E-08,0.518133034,496.9076911,0.001515717,2010,0.998367185,0.000141138,0.963481191,501,1,8.4,,0.9875,0.5,0.89,0.907692308,NA,NA,NA,104.1898,105.7798,440.6294022,0.132396798,80.3819583,192.7013621,4.43E-09,0.003940865,2020,0.98337988,5.23E-05,0.936832482,501,1,381.6753053,0.035606807,49.24759885,111.9382777,3.57E-07,0.001941596,2021,0.940830455,9.22E-06,0.931052639,501,1,380,620,240,0.132397,0.0967907,0.101065,4.22563,0.105277,440.629,496,0,1505.14063
1381,2.10E-08,0.962290955,622.0516043,0.002518431,2020,0.998763878,0.000436884,0.983250446,501,1,7.5,,0.9625,0.65,0.9,0.915384615,1174.87,1173.4398,1174.1549,112.6243,104.9778,582.3940883,0.169690935,109.2930605,181.3748607,5.42E-09,0.007629335,2030,0.992306595,4.06E-05,0.921510309,501,1,510.6597623,0.084645463,65.77324573,137.760261,2.19E-08,0.001585316,2011,0.992561466,7.78E-06,0.82062678,501,1,516,836,320,0.169691,0.0850455,0.0960203,2.30337,0.1078,582.394,664,0,1725.92973
1407,1.38E-07,0.835132754,531.7504372,0.002633059,2010,0.99752734,0.000560152,0.983353354,501,1,8.3,,0.95,0.7,0.9,0.923076923,1129.7214,934.6508,1032.1861,97.35439,114.9169,505.3898324,0.194658833,84.36737682,155.5367909,0.003580369,0.005483495,2010,0.992806842,4.37E-05,0.880239917,501,1,480.1283304,0.090494703,70.48261662,78.17633574,0.00121318,0.00967454,2010,0.993903986,4.81E-06,0.728375174,501,1,456,684,228,0.188527,0.0979968,0.10296,2.20327,0.124175,505.782,588,0,1674.13514
1416,2.77E-07,0.822374931,505.1003238,0.003227949,2020,0.998160926,0.000424571,0.977677547,501,1,11.4,,1,0.7,0.94,0.953846154,866.5846,758.4824,812.5335,103.0284,98.87095,497.0368173,0.150568823,64.30657493,100.4255643,1.55E-07,0.00815043,2021,0.987435106,3.35E-05,0.915219927,501,1,452.0948466,0.022446914,38.4898373,113.6131241,3.61E-06,0.00324081,2040,0.964983627,1.83E-06,0.867474843,501,1,412,600,188,0.150569,0.128122,0.129504,7.1478,0.129694,497.037,500,0,1226.37766
1418,2.11E-08,0.951476774,455.47064,0.00357836,2020,0.997105588,0.000845649,0.988389924,501,1,11.02,,1,0.95,0.99,0.992307692,716.4022,691.1118,703.757,116.2048,92.134,448.5878615,0.108754855,59.9439551,122.5046222,9.47E-08,0.002895053,2031,0.992070222,1.24E-05,0.853316338,501,1,417.3000728,0.011340495,38.44679062,130.6345288,4.06E-06,1.64E-06,2040,0.982416886,3.01E-07,0.858728231,501,1,364,580,216,0.108755,0.097416,0.0977239,9.85906,0.097767,448.588,452,0,1235.31771
1428,,,,,,,,,,,12.6,x,1,0.9,0.98,0.976923077,1439.1852,1430.016,1434.6006,92.134,95.41779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1231.73684
1432,3.33E-08,0.926289783,348.4870202,0.006132358,2020,0.994458441,0.001252074,0.992189505,501,1,12.4,,1,0.9,0.98,0.984615385,728.0528,729.4004,728.7266,100,92,392.9356697,0.155800969,60.17418951,65.66229772,1.15E-08,0.024758664,2041,0.931270194,0.000144819,0.98020522,501,1,1002.431398,0.010018388,111.7501628,732.30829,0.000676363,0.009961435,2040,0.985926892,5.63E-07,0.933819711,501,1,304,468,164,0.155801,0.145783,0.155125,230.346,0.155106,392.936,392,0,1294.29167
1436,4.01E-08,0.928638394,470.9334002,0.004517912,2010,0.998549148,0.000411793,0.973951911,501,1,12.9,,1,0.85,0.97,0.976923077,608.4524,721.2508,664.8516,130.8062,89.88265,467.5764949,0.14672134,55.15080101,90.98452006,4.46E-08,0.006967778,2011,0.993209462,1.54E-05,0.851926003,501,1,377.4212022,0.011156768,22.60007216,154.7964474,9.18E-07,3.86E-07,2020,0.981160031,6.85E-07,0.992200528,501,3,392,544,152,0.146721,0.141287,0.144349,61.8362,0.144347,467.576,468,0,1103.93229
1439,2.34E-08,0.933392733,460.8462007,0.003916932,2010,0.998366354,0.000465438,0.983125693,501,1,11.09,,0.9875,0.95,0.98,0.976923077,689.5218,665.9178,677.7198,120.1113,95.81021,451.6449791,0.186844787,53.98024597,84.14360679,0.001892314,0.008981217,2020,0.994966153,1.75E-05,0.8615306,501,1,432.7452146,0.018555441,44.07220046,92.53834316,7.90E-07,0.002841999,2020,0.96300792,3.10E-06,0.97924805,501,3,372,528,156,0.186694,0.178649,0.182603,45.6361,0.182601,452.227,452,0,1247.21354
1440,3.39E-08,0.960850692,542.5874208,0.002667353,2010,0.998605934,0.000431216,0.977837562,501,1,8.9,,0.95,0.65,0.89,0.915384615,924.4374,1045.6806,985.059,130.8062,112.0963,512.4387138,0.228809059,73.208105,142.4805331,0.002732251,0.010614565,2020,0.99492374,3.82E-05,0.888497961,501,1,488.9426603,0.093700052,65.36856518,79.83682464,0.00143002,0.003003035,2030,0.991317807,8.14E-06,0.794815034,501,1,444,676,232,0.229191,0.135453,0.139287,2.5493,0.154347,509.366,580,0,1230.71809
1597,9.10E-08,0.878596066,669.2681567,0.002026768,2010,0.998554533,0.000426105,0.977532351,501,1,8.1,,0.9625,0.95,0.96,0.946153846,935.2598,1144.005,1039.6324,99.62397,91.69923,595.9817319,0.226384055,85.24875835,225.3987134,0.005297575,0.004534931,2030,0.993968402,5.96E-05,0.885120126,501,1,580.4106325,0.123825404,90.95551537,98.95228591,0.007982793,0.009061776,2011,0.99557906,8.22E-06,0.735696407,501,1,572,868,296,0.22654,0.104113,0.104926,1.86279,0.14514,595.116,740,0,3118.61905
1769,4.11E-08,0.809083687,596.8147701,0.001906994,2010,0.998570849,0.000352861,0.977687988,501,1,7.6,,0.975,0.85,0.95,0.961538462,1261.455,1254.6212,1258.0381,100.376,NA,516.1951267,0.217364117,77.72382307,179.4529349,0.002789679,0.009288337,2010,0.996392176,2.80E-05,0.820595515,501,1,449.9978526,0.063600452,40.90279082,137.8630695,1.43E-06,0.004275785,2040,0.989427214,5.27E-06,0.824182818,501,1,440,724,284,0.21459,0.15099,0.158165,3.80311,0.161565,517.649,556,0,2446.30387
2238,7.94E-08,0.921068935,476.8325694,0.004064465,2010,0.998198133,0.000496818,0.982597251,501,1,11.4,,0.9875,0.9,0.97,0.969230769,661.7698,639.3162,650.543,134.8952,134.8952,479.0973636,0.206840599,61.14139552,101.3048068,9.93E-09,0.007361697,2030,0.994674291,2.68E-05,0.862256495,501,1,438.2051388,0.032057059,62.80492974,58.86822082,0.002314968,8.72E-06,2011,0.989935823,1.02E-06,0.586892651,501,1,404,580,176,0.206841,0.175109,0.181492,8.15976,0.183957,479.097,496,0,1067.12169
2240,3.36E-07,0.48659442,484.5222024,0.002404421,2020,0.984707416,0.001187681,0.991386102,501,1,11,,1,0.85,0.97,0.976923077,681.346,631.4654,656.4057,96.58682,96.19979,490.8696355,0.184605875,69.24090156,138.3949521,4.30E-08,0.010293963,2040,0.995263703,2.25E-05,0.846060355,501,1,474.0534081,0.054169963,53.93978064,91.09643752,0.002663601,0.005929072,2031,0.983689178,4.50E-06,0.8350139,501,1,404,640,236,0.184606,0.130523,0.131268,3.46104,0.132206,490.87,516,0,1042.83854
2246,1.47E-08,0.950737326,348.8953664,0.004456776,2020,0.996557584,0.000826344,0.986878917,501,1,11.5,,1,0.95,0.99,0.992307692,526.4216,630.719,578.5703,110.5945,98.49349,344.015452,0.212838277,40.48066992,101.1005994,3.51E-09,0.004006814,2040,0.994563305,2.64E-05,0.851504016,501,1,318.2183515,0.011745867,42.72129931,103.0012988,3.24E-06,1.36E-06,2030,0.964547126,5.93E-07,0.909879733,501,1,284,432,148,0.212838,0.201097,0.201456,18.6997,0.201456,344.015,344,20,988.828125
2250,,,,,,,,,,,7.3,x,0.975,0.85,0.95,0.953846154,976.3088,1146.0286,1061.1687,111.0827,100.376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2255,2.60E-08,0.53848562,686.1715201,0.00109192,2010,0.997230543,0.000298624,0.976200193,501,1,7.2,,0.9375,0.7,0.89,0.884615385,1171.7624,1222.9254,1197.3439,107.0155,88.4171,605.890676,0.106645739,85.79829472,219.3053824,7.95E-08,0.007144266,2040,0.988884872,2.35E-05,0.90637211,501,1,1999.979513,0.014082082,831.8685068,432.8040449,6.46E-07,0.005456132,2030,0.86230928,7.42E-06,0.977523451,501,1,492,832,340,0.106646,0.0922084,0.103759,36.9458,0.10376,605.891,604,0,2312.2303
2260,7.00E-08,0.982803135,589.0384157,0.002601165,2010,0.998747116,0.000445302,0.982691615,501,1,12,,1,0.9,0.98,0.984615385,956.8534,1032.0812,994.4673,101.1291,107.0155,559.0340632,0.326973655,92.99661982,152.6619781,6.56E-07,0.002431665,2040,0.997368539,4.80E-05,0.856394511,501,1,485.6135861,0.062894198,62.66526882,108.1803529,3.22E-06,0.002928305,2021,0.982107885,8.72E-06,0.86888245,501,1,456,720,264,0.326974,0.264079,0.276704,6.50444,0.280079,559.034,584,204,1443.34896
2269,4.34E-08,0.967590895,545.6216775,0.002999111,2010,0.998722481,0.000408449,0.976565437,501,1,11.7,,1,0.75,0.95,0.961538462,729.8784,769.1448,749.5116,90.80781,98.11508,464.8739559,0.20559562,42.21572287,155.2585494,0.00467995,0.008396784,2030,0.987627449,7.14E-05,0.944722206,501,1,488.2650481,0.115274934,54.4093065,88.12821193,0.005983615,0.002044302,2031,0.993925679,8.59E-06,0.820198623,501,1,404,624,220,0.20549,0.0906644,0.0987366,1.9249,0.103444,465.907,456,0,1451.86316
2281,1.95E-08,0.966208287,464.6820719,0.003375683,2010,0.99748328,0.000764347,0.986940782,501,1,11.2,,0.9875,0.75,0.94,0.946153846,822.0548,824.8668,823.4608,89.88265,78.92393,455.2747795,0.20710143,59.1537868,99.99344217,1.49E-08,0.000521986,2040,0.997674486,1.21E-05,0.792745992,501,1,450.7160815,0.025644638,63.12893378,91.8614174,1.79E-06,0.000125322,2011,0.976363563,1.90E-06,0.77125318,501,1,376,552,176,0.207101,0.181456,0.181498,8.08867,0.181492,455.275,456,0,1056.56771
2283,2.60E-08,0.871160162,496.5637581,0.002947251,2010,0.99870336,0.000324619,0.976600987,501,1,11.1,,1,0.75,0.95,0.961538462,487.2214,552.1634,519.6924,83.10413,83.10413,453.6635013,0.198937949,59.65020679,117.164,0.003887805,0.005723353,2010,0.994016421,2.98E-05,0.877305594,501,1,427.2986862,0.083272374,60.12656913,83.94950871,0.004978942,0.000401598,2030,0.991880406,6.26E-06,0.821169718,501,1,404,584,180,0.195168,0.117378,0.119407,2.57609,0.123793,450.047,492,0,1055.48438
2295,2.53E-08,0.792118089,468.8070936,0.003743334,2020,0.992961093,0.001403519,0.992655939,501,1,12.9,,1,0.8,0.96,0.969230769,581.6136,686.6064,634.11,124.6728,111.0827,440.7072725,0.176413835,42.09031359,138.6855945,0.000265666,0.007368154,2020,0.986362162,5.46E-05,0.927493382,501,1,416.5542311,0.028490451,39.22630407,128.6261839,0.003805447,0.002445975,2021,0.947815033,4.78E-06,0.866752747,501,1,388,560,172,0.176414,0.148295,0.148545,6.33021,0.148624,440.704,444,0,1038.89583
2304,0.000983086,0.69350056,559.4298439,0.002115831,2020,0.990686672,0.001457634,0.993369072,501,1,11.8,,0.975,0.65,0.91,0.915384615,716.121,1110.3342,913.2276,65.10478,78.92393,481.0621282,0.067627357,81.47770313,158.0157668,5.26E-07,0.009574918,2011,0.983791163,1.04E-05,0.85545195,501,1,539.9629765,0.021249641,159.9908844,54.27908015,0.000225562,0.005957164,2030,0.877326788,6.14E-06,0.956445415,501,1,384,712,328,0.0676274,0.0464855,0.0465245,3.20466,0.0468782,481.063,520,0,1533.32447
2305,1.25E-08,0.712099042,512.9355025,0.003590026,2020,0.99787908,0.000368956,0.979683384,501,1,11.28,,1,0.85,0.97,0.976923077,707.3288,695.0984,701.2136,95.81021,95.0222,519.2949055,0.163720209,63.87681013,126.2070729,4.81E-09,0.020404446,2041,0.993826972,1.99E-05,0.831639948,501,1,517.1739793,0.010919453,109.391981,81.02640596,6.48E-07,0.004787706,2040,0.927671684,9.76E-07,0.928104496,501,1,440,636,196,0.16372,0.152801,0.152805,14.999,0.152803,519.295,520,0,1077.95767
2308,4.54E-08,0.834218096,493.5546342,0.003495495,2010,0.987487635,0.002818641,0.9961093,501,1,7.2,,0.9875,0.95,0.98,0.984615385,933.0466,1077.2692,1005.1579,102.6456,86.26952,462.2010042,0.169404545,61.32628242,125.0355138,1.35E-08,0.008031884,2040,0.989490395,3.93E-05,0.899760517,501,1,457.679259,0.080684375,57.68336438,85.43633676,3.28E-06,0.009815665,2021,0.993680324,3.88E-06,0.700825844,501,1,384,608,224,0.169405,0.0887201,0.0889137,2.10464,0.0897122,462.201,496,0,1254.28125
2309,3.35E-08,0.961818004,400.7053058,0.003829914,2020,0.997210716,0.000745818,0.982739086,501,1,7.2,,1,1,1,1,576.7558,641.1548,608.9553,98.11508,89.40546,375.364652,0.215039092,49.26696487,93.63017573,0.000628098,6.06E-05,2010,0.993383594,3.41E-05,0.870290772,501,1,372.3437556,0.063155266,44.55737644,87.58168565,2.76E-06,0.002217074,2041,0.992559882,2.93E-06,0.713621871,501,1,304,464,160,0.213704,0.150547,0.1506,3.38654,0.150588,374.99,376,0,1089.30729
2310,5.12E-08,0.931479046,590.3603706,0.002478177,2010,0.996046129,0.001228984,0.991508733,501,1,12.8,,0.9875,0.65,0.92,0.923076923,782.2476,858.8744,820.561,114.9169,106.5987,563.8024348,0.224427385,71.8366755,132.2214007,0.000183971,0.010672417,2040,0.994291142,4.00E-05,0.900801707,501,1,587.4447121,0.042512152,79.79825083,102.9155778,0.003827947,0.004643622,2010,0.951808429,1.02E-05,0.937701399,501,1,468,680,212,0.224418,0.181945,0.184073,5.56247,0.184386,563.854,560,0,1815.69792
2311,1.79E-08,0.983498971,609.6290343,0.002061951,2010,0.998486598,0.000525102,0.985171817,501,1,12,,1,0.95,0.99,0.992307692,859.091,1013.4348,936.2629,111.5829,103.4132,485.6761118,0.299239274,66.25468939,220.3582789,2.44E-07,0.00027581,2030,0.994650152,9.17E-05,0.921444464,501,1,464.2913462,0.119579265,63.98066492,137.8066718,0.003461708,0.001686089,2021,0.992495542,1.54E-05,0.875894229,501,1,428,724,296,0.299242,0.181737,0.183367,2.58245,0.192399,485.679,580,0,2249.08947
