subjectID,Min,Max,Crossover,Slope,exitflag,R,LS,AR,N,status,age,Exclude,goacc,nogoacc,gntestacc,gntotalacc,sscongruent,ssincongruent,sstotal,WJOC,WJSR,CMu,CH,CS1,CS2,CB1,CB2,Cexitflag,CR,CLS,CAR,CN,Cstatus,UMu,UH,US1,US2,UB1,UB2,Uexitflag,UR,ULS,UAR,UN,Ustatus,MinTime,MaxTime,extentCmU3,CompMax,CompMax-UnrelatedMax,CompMax-UnrelatedAtTimeOfCohortMax,CohortMaxDivUnrelatedAtTimeOfCohortMax,MaxDiffBetweenCohort&Unrelated,TimeOfMaxRhyme,TimeOfMaxDiff,CohortExtent03,eyemove
2396,8.75E-08,0.953847115,382.4884184,0.004542363,2020,0.997743159,0.000584372,0.98692557,501,1,16.6,,1,1,1,1,488.332,541.4686,514.9003,126.2603,103.4132,379.1812807,0.270968622,46.77215306,85.65155504,4.03E-07,0.005530906,2030,0.996997397,2.22E-05,0.789189243,501,1,355.5294671,0.038848837,46.38531673,68.68440912,2.11E-06,0.001468076,2041,0.980186606,2.64E-06,0.706095904,501,1,312,464,152,0.270969,0.23212,0.234418,7.41361,0.234777,379.181,384,80,901.348958
2397,6.28E-07,0.926691015,367.3652904,0.006393833,2020,0.995274043,0.001123691,0.987623435,501,1,17.9,,0.9875,0.9,0.97,0.976923077,518.4422,492.5564,505.4993,126.2603,130.8062,395.0602817,0.185946542,43.77636873,87.84093708,1.90E-08,0.039481384,2020,0.945272483,0.000166712,0.979845534,501,1,404.7064545,0.011027783,46.85927132,61.76617518,6.87E-07,1.29E-06,2030,0.97696089,6.71E-07,0.997993415,501,3,328,496,168,0.185947,0.175721,0.184186,105.63,0.184178,395.06,396,0,973.821053
2398,7.83E-08,0.965634758,351.1651166,0.00488767,2020,0.995986965,0.000992403,0.985223329,501,1,17,,1,1,1,0.984615385,678.9524,721.899,700.4257,105.7798,83.10413,361.7643853,0.235814074,48.28095114,82.91872204,9.53E-08,4.39E-05,2010,0.997788871,1.27E-05,0.768872942,501,1,358.5654096,0.061111093,51.40192793,55.5539269,1.03E-05,1.22E-05,2041,0.993392615,2.14E-06,0.531600324,501,1,296,448,152,0.235814,0.174702,0.174994,3.87725,0.174912,361.764,368,0,856.322917
2400,2.55E-08,0.982723607,354.0503381,0.004735756,2020,0.996077867,0.001019788,0.986497044,501,1,16,,1,1,1,1,446.2538,479.651,462.9524,95.0222,104.1898,363.172607,0.2789759,46.69847394,83.60551595,2.08E-07,1.83E-07,2030,0.995744954,3.46E-05,0.861804647,501,1,435.6268589,0.008356387,137.1010053,16.06429422,0.000216746,0.002404588,2030,0.936708974,1.09E-06,0.9709682,501,3,292,440,148,0.278976,0.276359,0.277668,213.352,0.277655,363.173,364,104,946.552083
2405,3.31E-08,0.991379696,400.7458583,0.005642969,2020,0.996528775,0.001030019,0.98701274,501,1,17.89,,1,1,1,1,575.655,594.4726,585.0638,104.5822,109.1922,405.8652517,0.182481698,38.22018842,100.6234297,3.95E-09,0.001318359,2011,0.99376968,2.24E-05,0.872426762,501,1,413.7780779,0.003080978,65.52440126,57.29844736,6.67E-06,5.34E-06,2030,0.938258031,6.41E-08,0.797340772,501,1,344,508,164,0.182482,0.1794,0.179402,59.2565,0.179361,405.865,408,0,920.286458
2406,2.96E-08,0.983764657,503.9542631,0.003229418,2010,0.997625344,0.00077009,0.985525902,501,1,11.2,,1,0.9,0.98,0.984615385,550.8828,549.817,550.3499,95.81021,87.90368,465.3222534,0.241267333,50.57228599,155.451557,7.75E-09,9.12E-05,2020,0.995909286,3.59E-05,0.888752846,501,1,469.2845561,0.053494037,49.09204835,100.119346,4.20E-07,0.000182422,2011,0.991420874,2.85E-06,0.680610137,501,1,392,624,232,0.241267,0.187773,0.187791,4.51169,0.188,465.322,464,0,976.135417
2415,2.34E-08,0.988881869,444.504076,0.004754776,2010,0.997463239,0.000804299,0.987244993,501,1,17,,1,0.95,0.99,0.992307692,603.2514,698.243,650.7472,105.7798,97.73546,454.3234036,0.141872613,56.51658063,85.99682533,7.59E-08,0.003037135,2041,0.993006001,1.52E-05,0.862224699,501,1,438.3937681,0.006025595,53.85593601,92.41477073,6.32E-06,3.57E-06,2031,0.971180356,1.26E-07,0.800281037,501,1,372,532,160,0.141873,0.135856,0.135962,24.0032,0.135936,454.323,456,0,1026.51042
2469,,,,,,,,,,,17.83,x,1,0.9,0.98,0.984615385,412.866,493.4216,453.1438,108.7426,103.0284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,749.104167
2474,2.25E-08,0.928614028,413.254099,0.00412631,2020,0.996878301,0.000790278,0.986266913,501,1,16.41,,1,1,1,1,518.3616,590.8072,554.5844,121.0761,111.0827,401.1562224,0.215310831,49.35514768,96.35574684,1.78E-08,0.002290567,2040,0.993123581,3.56E-05,0.900635825,501,1,386.7471863,0.04066942,55.71382121,72.88622326,1.18E-05,0.000694295,2031,0.986183476,2.28E-06,0.74952734,501,1,336,488,152,0.215311,0.174642,0.175297,5.38088,0.175768,401.156,408,0,1008.17708
2476,,,,,,,,,,,16.25,x,1,0.95,0.99,0.984615385,537.939,521.06,529.4995,111.0827,92.98452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,851.208333
2481,2.23E-08,0.956953955,483.806293,0.004189739,2020,0.998624064,0.00042956,0.97783345,501,1,16.91,,1,1,1,0.992307692,597.035,642.6344,619.8347,114.9169,92.134,508.8900058,0.116769195,84.73812285,95.8598024,2.49E-07,0.002734923,2011,0.984868816,2.75E-05,0.934459333,501,1,NaN,0,NaN,NaN,0,0,-99,NaN,NaN,0,501,1,388,608,220,0.116769,0.116769,0,0,0,508.89,0,0,1123.13021
2487,1.82E-08,0.858507934,431.0132989,0.003142093,2020,0.994210694,0.001314422,0.993626726,501,1,17.85,,1,0.75,0.95,0.961538462,602.4618,520.5392,561.5005,101.1291,86.26952,418.6110964,0.14301965,47.75539634,107.0407205,8.48E-07,0.005748483,2021,0.993453072,1.50E-05,0.864874993,501,1,497.3083046,0.006166496,92.40720693,17.66669841,2.47E-06,5.96E-06,2020,0.948165616,1.91E-07,0.811469981,501,1,348,508,160,0.14302,0.136853,0.138674,32.9112,0.138662,418.611,420,0,818.265625
2491,1.38E-07,0.91278848,449.9781402,0.004185411,2010,0.998562682,0.000377605,0.977443118,501,1,16.02,,0.9875,0.75,0.94,0.953846154,708.1688,710.7774,709.4731,99.62397,79.88867,431.4247101,0.2455118,52.18673435,87.65297682,7.50E-08,0.000376901,2040,0.995715575,2.82E-05,0.856018918,501,1,439.3249329,0.054766042,64.45394107,53.86288684,1.71E-06,0.004438614,2041,0.987037299,3.25E-06,0.783495853,501,1,360,516,156,0.245512,0.191555,0.191589,4.55304,0.191584,431.425,432,0,1078.47396
2492,8.72E-08,0.997879931,442.0734449,0.004308996,2010,0.997164425,0.000876963,0.981223821,501,1,17.64,,0.9875,0.75,0.94,0.953846154,625.3906,628.9666,627.1786,93.40131,82.3752,408.5390623,0.26736085,37.64234134,95.24496219,1.88E-06,0.000689591,2010,0.994011981,4.47E-05,0.885785603,501,1,411.1106363,0.099703078,37.64770797,70.78757572,2.11E-06,1.84E-06,2021,0.993341101,5.86E-06,0.835784461,501,1,352,500,148,0.267361,0.167658,0.167998,2.69074,0.167971,408.539,408,0,1015.6875
2495,4.24E-08,0.986396078,430.5906197,0.004403511,2010,0.9971679,0.000862724,0.985513055,501,1,16.45,,1,1,1,1,481.5458,475.8344,478.6901,111.0827,104.5822,443.6137848,0.210745778,50.21084831,85.52077653,1.04E-08,0.001010797,2010,0.990900477,4.31E-05,0.928089161,501,1,420.0751053,0.011054518,43.07209362,60.57951272,4.49E-06,3.32E-06,2041,0.982929168,1.79E-07,0.691811912,501,1,372,516,144,0.210746,0.200498,0.200941,21.4935,0.200939,443.614,444,16,944.958333
2496,,,,,,,,,,,16.22,x,1,0.85,0.97,0.976923077,432.1322,465.6822,448.9072,128.2119,117.6248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,762.40625
2498,1.85E-08,0.607491898,408.7709524,0.003001211,2020,0.995280217,0.000497078,0.984934132,501,1,16.27,,1,0.95,0.99,0.992307692,533.9488,555.2912,544.62,107.0155,98.87095,422.3681188,0.141553929,44.76201682,105.1894864,0.003002392,0.049852464,2041,0.99457052,9.55E-06,0.813340941,501,1,364.8786944,0.010421522,16.03082731,135.6303259,0.002494338,0.007793192,2040,0.988692257,1.08E-07,0.671528881,501,1,356,560,204,0.137027,0.126151,0.126653,13.2095,0.126633,421.868,424,0,880.307292
2499,,,,,,,,,,,16.28,x,1,0.8,0.96,0.969230769,475.3192,464.3604,469.8398,99.2477,79.88867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,945.911458
2586,3.54E-07,0.983058935,445.5006917,0.004405895,2020,0.996706276,0.001013241,0.988071913,501,1,17.21,,1,0.95,0.99,0.992307692,660.4684,726.616,693.5422,101.8849,97.73546,473.8027968,0.229472178,60.84052293,84.69378695,6.25E-09,4.82E-09,2020,0.991303256,5.33E-05,0.945202713,501,1,424.0135996,0.01176902,46.80294813,88.45641842,7.86E-06,0.001886594,2011,0.885977718,1.64E-06,0.969753048,501,1,384,560,176,0.229472,0.217706,0.219274,22.5017,0.219197,473.803,476,60,1255.89583
